location_id,sensing_datetime,sensing_date,sensing_time,direction_1,direction_2,total_of_directions
8,2026-08-07T09:13:00+00:00,2026-08-07,19:13,0,1,1
29,2026-08-07T09:13:00+00:00,2026-08-07,19:13,2,4,6
36,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,1,2
40,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,2,3
41,2026-08-07T09:13:00+00:00,2026-08-07,19:13,34,23,57
61,2026-08-07T09:13:00+00:00,2026-08-07,19:13,9,11,20
70,2026-08-07T09:13:00+00:00,2026-08-07,19:13,3,4,7
75,2026-08-07T09:13:00+00:00,2026-08-07,19:13,2,1,3
87,2026-08-07T09:13:00+00:00,2026-08-07,19:13,3,1,4
2,2026-08-07T09:13:00+00:00,2026-08-07,19:13,5,12,17
11,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,0,1
20,2026-08-07T09:13:00+00:00,2026-08-07,19:13,7,0,7
24,2026-08-07T09:13:00+00:00,2026-08-07,19:13,14,9,23
63,2026-08-07T09:13:00+00:00,2026-08-07,19:13,3,4,7
67,2026-08-07T09:13:00+00:00,2026-08-07,19:13,4,2,6
3,2026-08-07T09:13:00+00:00,2026-08-07,19:13,25,17,42
6,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,5,6
39,2026-08-07T09:13:00+00:00,2026-08-07,19:13,0,1,1
66,2026-08-07T09:13:00+00:00,2026-08-07,19:13,32,9,41
69,2026-08-07T09:13:00+00:00,2026-08-07,19:13,0,2,2
1,2026-08-07T09:13:00+00:00,2026-08-07,19:13,10,11,21
10,2026-08-07T09:13:00+00:00,2026-08-07,19:13,2,0,2
35,2026-08-07T09:13:00+00:00,2026-08-07,19:13,16,10,26
62,2026-08-07T09:13:00+00:00,2026-08-07,19:13,0,7,7
68,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,2,3
76,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,1,2
79,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,4,5
85,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,0,1
86,2026-08-07T09:13:00+00:00,2026-08-07,19:13,0,1,1
4,2026-08-07T09:13:00+00:00,2026-08-07,19:13,34,20,54
181,2026-08-07T09:13:00+00:00,2026-08-07,19:13,17,20,37
209,2026-08-07T09:13:00+00:00,2026-08-07,19:13,24,16,40
9,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,0,1
12,2026-08-07T09:13:00+00:00,2026-08-07,19:13,0,1,1
17,2026-08-07T09:13:00+00:00,2026-08-07,19:13,2,0,2
19,2026-08-07T09:13:00+00:00,2026-08-07,19:13,28,7,35
51,2026-08-07T09:13:00+00:00,2026-08-07,19:13,1,0,1
53,2026-08-07T09:13:00+00:00,2026-08-07,19:13,20,5,25
72,2026-08-07T09:13:00+00:00,2026-08-07,19:13,2,6,8
29,2026-08-07T09:12:00+00:00,2026-08-07,19:12,5,8,13
36,2026-08-07T09:12:00+00:00,2026-08-07,19:12,0,2,2
40,2026-08-07T09:12:00+00:00,2026-08-07,19:12,4,4,8
61,2026-08-07T09:12:00+00:00,2026-08-07,19:12,2,11,13
87,2026-08-07T09:12:00+00:00,2026-08-07,19:12,2,3,5
181,2026-08-07T09:12:00+00:00,2026-08-07,19:12,33,21,54
2,2026-08-07T09:12:00+00:00,2026-08-07,19:12,8,10,18
19,2026-08-07T09:12:00+00:00,2026-08-07,19:12,19,12,31
24,2026-08-07T09:12:00+00:00,2026-08-07,19:12,15,5,20
53,2026-08-07T09:12:00+00:00,2026-08-07,19:12,9,1,10
86,2026-08-07T09:12:00+00:00,2026-08-07,19:12,5,0,5
3,2026-08-07T09:12:00+00:00,2026-08-07,19:12,17,39,56
4,2026-08-07T09:12:00+00:00,2026-08-07,19:12,24,24,48
6,2026-08-07T09:12:00+00:00,2026-08-07,19:12,1,8,9
70,2026-08-07T09:12:00+00:00,2026-08-07,19:12,2,0,2
71,2026-08-07T09:12:00+00:00,2026-08-07,19:12,0,8,8
17,2026-08-07T09:12:00+00:00,2026-08-07,19:12,1,12,13
20,2026-08-07T09:12:00+00:00,2026-08-07,19:12,0,7,7
62,2026-08-07T09:12:00+00:00,2026-08-07,19:12,4,3,7
72,2026-08-07T09:12:00+00:00,2026-08-07,19:12,3,13,16
79,2026-08-07T09:12:00+00:00,2026-08-07,19:12,7,3,10
85,2026-08-07T09:12:00+00:00,2026-08-07,19:12,1,2,3
39,2026-08-07T09:12:00+00:00,2026-08-07,19:12,0,1,1
41,2026-08-07T09:12:00+00:00,2026-08-07,19:12,32,15,47
66,2026-08-07T09:12:00+00:00,2026-08-07,19:12,23,33,56
69,2026-08-07T09:12:00+00:00,2026-08-07,19:12,1,5,6
209,2026-08-07T09:12:00+00:00,2026-08-07,19:12,9,2,11
1,2026-08-07T09:12:00+00:00,2026-08-07,19:12,21,5,26
9,2026-08-07T09:12:00+00:00,2026-08-07,19:12,2,0,2
12,2026-08-07T09:12:00+00:00,2026-08-07,19:12,2,2,4
18,2026-08-07T09:12:00+00:00,2026-08-07,19:12,1,0,1
35,2026-08-07T09:12:00+00:00,2026-08-07,19:12,11,13,24
51,2026-08-07T09:12:00+00:00,2026-08-07,19:12,1,4,5
63,2026-08-07T09:12:00+00:00,2026-08-07,19:12,12,11,23
67,2026-08-07T09:12:00+00:00,2026-08-07,19:12,8,2,10
68,2026-08-07T09:12:00+00:00,2026-08-07,19:12,3,0,3
29,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,6,7
41,2026-08-07T09:11:00+00:00,2026-08-07,19:11,11,17,28
87,2026-08-07T09:11:00+00:00,2026-08-07,19:11,2,1,3
9,2026-08-07T09:11:00+00:00,2026-08-07,19:11,3,3,6
11,2026-08-07T09:11:00+00:00,2026-08-07,19:11,3,0,3
12,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,2,3
17,2026-08-07T09:11:00+00:00,2026-08-07,19:11,0,1,1
19,2026-08-07T09:11:00+00:00,2026-08-07,19:11,10,13,23
20,2026-08-07T09:11:00+00:00,2026-08-07,19:11,9,26,35
51,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,0,1
63,2026-08-07T09:11:00+00:00,2026-08-07,19:11,15,5,20
68,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,2,3
79,2026-08-07T09:11:00+00:00,2026-08-07,19:11,2,6,8
3,2026-08-07T09:11:00+00:00,2026-08-07,19:11,20,20,40
6,2026-08-07T09:11:00+00:00,2026-08-07,19:11,4,4,8
39,2026-08-07T09:11:00+00:00,2026-08-07,19:11,0,2,2
61,2026-08-07T09:11:00+00:00,2026-08-07,19:11,8,10,18
66,2026-08-07T09:11:00+00:00,2026-08-07,19:11,17,39,56
209,2026-08-07T09:11:00+00:00,2026-08-07,19:11,9,2,11
1,2026-08-07T09:11:00+00:00,2026-08-07,19:11,13,11,24
2,2026-08-07T09:11:00+00:00,2026-08-07,19:11,6,8,14
10,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,0,1
24,2026-08-07T09:11:00+00:00,2026-08-07,19:11,3,7,10
53,2026-08-07T09:11:00+00:00,2026-08-07,19:11,9,0,9
76,2026-08-07T09:11:00+00:00,2026-08-07,19:11,0,1,1
4,2026-08-07T09:11:00+00:00,2026-08-07,19:11,19,32,51
36,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,4,5
40,2026-08-07T09:11:00+00:00,2026-08-07,19:11,7,5,12
69,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,3,4
70,2026-08-07T09:11:00+00:00,2026-08-07,19:11,1,10,11
181,2026-08-07T09:11:00+00:00,2026-08-07,19:11,17,19,36
35,2026-08-07T09:11:00+00:00,2026-08-07,19:11,11,10,21
62,2026-08-07T09:11:00+00:00,2026-08-07,19:11,11,3,14
67,2026-08-07T09:11:00+00:00,2026-08-07,19:11,7,4,11
72,2026-08-07T09:11:00+00:00,2026-08-07,19:11,3,11,14
86,2026-08-07T09:11:00+00:00,2026-08-07,19:11,0,1,1
4,2026-08-07T09:10:00+00:00,2026-08-07,19:10,24,25,49
6,2026-08-07T09:10:00+00:00,2026-08-07,19:10,4,1,5
40,2026-08-07T09:10:00+00:00,2026-08-07,19:10,0,6,6
43,2026-08-07T09:10:00+00:00,2026-08-07,19:10,5,3,8
59,2026-08-07T09:10:00+00:00,2026-08-07,19:10,64,64,128
70,2026-08-07T09:10:00+00:00,2026-08-07,19:10,1,9,10
143,2026-08-07T09:10:00+00:00,2026-08-07,19:10,9,13,22
167,2026-08-07T09:10:00+00:00,2026-08-07,19:10,0,2,2
185,2026-08-07T09:10:00+00:00,2026-08-07,19:10,83,58,141
25,2026-08-07T09:10:00+00:00,2026-08-07,19:10,44,23,67
46,2026-08-07T09:10:00+00:00,2026-08-07,19:10,5,2,7
49,2026-08-07T09:10:00+00:00,2026-08-07,19:10,22,28,50
51,2026-08-07T09:10:00+00:00,2026-08-07,19:10,1,3,4
58,2026-08-07T09:10:00+00:00,2026-08-07,19:10,49,23,72
62,2026-08-07T09:10:00+00:00,2026-08-07,19:10,6,5,11
68,2026-08-07T09:10:00+00:00,2026-08-07,19:10,2,0,2
72,2026-08-07T09:10:00+00:00,2026-08-07,19:10,3,3,6
117,2026-08-07T09:10:00+00:00,2026-08-07,19:10,11,7,18
137,2026-08-07T09:10:00+00:00,2026-08-07,19:10,5,3,8
141,2026-08-07T09:10:00+00:00,2026-08-07,19:10,13,18,31
164,2026-08-07T09:10:00+00:00,2026-08-07,19:10,4,1,5
8,2026-08-07T09:10:00+00:00,2026-08-07,19:10,0,1,1
21,2026-08-07T09:10:00+00:00,2026-08-07,19:10,44,35,79
41,2026-08-07T09:10:00+00:00,2026-08-07,19:10,25,16,41
