location_id,weekday_num,weekday,hour_day,average_count,median_count,sample_size
1,1,Monday,0,44.11,47,19
1,1,Monday,1,24.16,22,19
1,1,Monday,2,17.21,16,19
1,1,Monday,3,8.95,8,19
1,1,Monday,4,11.63,9,19
1,1,Monday,5,12.79,12,19
1,1,Monday,6,62.42,64,19
1,1,Monday,7,157.33,164.5,18
1,1,Monday,8,380.83,399,18
1,1,Monday,9,578.61,591.5,18
1,1,Monday,10,891.5,882,18
1,1,Monday,11,1440.39,1376.5,18
1,1,Monday,12,2212.94,2179.5,18
1,1,Monday,13,2444.28,2369.5,18
1,1,Monday,14,2132.67,2070.5,18
1,1,Monday,15,2005.33,1920,18
1,1,Monday,16,1966.89,1902,18
1,1,Monday,17,2053,2087.5,18
1,1,Monday,18,1484.56,1502.5,18
1,1,Monday,19,955.39,946.5,18
1,1,Monday,20,545.22,533.5,18
1,1,Monday,21,324.72,332.5,18
1,1,Monday,22,155.28,151,18
1,1,Monday,23,74.5,71,18
1,2,Tuesday,0,37.5,37,18
1,2,Tuesday,1,24.89,26.5,18
1,2,Tuesday,2,17.17,17,18
1,2,Tuesday,3,10.11,10.5,18
1,2,Tuesday,4,9.78,9,18
1,2,Tuesday,5,11.89,11.5,18
1,2,Tuesday,6,78.89,80,18
1,2,Tuesday,7,192.06,207,18
1,2,Tuesday,8,442.72,461,18
1,2,Tuesday,9,588.53,607,19
1,2,Tuesday,10,871.53,862,19
1,2,Tuesday,11,1372.53,1359,19
1,2,Tuesday,12,2382.37,2401,19
1,2,Tuesday,13,2413.16,2403,19
1,2,Tuesday,14,2001.74,1937,19
1,2,Tuesday,15,1975.53,1916,19
1,2,Tuesday,16,1966.58,1967,19
1,2,Tuesday,17,2118.74,2217,19
1,2,Tuesday,18,1563.16,1589,19
1,2,Tuesday,19,927.68,917,19
1,2,Tuesday,20,563.21,601,19
1,2,Tuesday,21,359.58,382,19
1,2,Tuesday,22,173.42,173,19
1,2,Tuesday,23,111.26,93,19
1,3,Wednesday,0,41.53,43,19
1,3,Wednesday,1,22.84,24,19
1,3,Wednesday,2,16.84,14,19
1,3,Wednesday,3,11.89,12,19
1,3,Wednesday,4,8.11,8,19
1,3,Wednesday,5,12,12,19
1,3,Wednesday,6,80.47,77,19
1,3,Wednesday,7,196.21,193,19
1,3,Wednesday,8,436.37,448,19
1,3,Wednesday,9,644.47,654,19
1,3,Wednesday,10,926.68,942,19
1,3,Wednesday,11,1464.47,1456,19
1,3,Wednesday,12,2369.63,2443,19
1,3,Wednesday,13,2504.58,2460,19
1,3,Wednesday,14,2103.11,2114,19
1,3,Wednesday,15,2061.63,2010,19
1,3,Wednesday,16,2105.37,2131,19
1,3,Wednesday,17,2254.32,2352,19
1,3,Wednesday,18,1690.37,1682,19
1,3,Wednesday,19,1012.84,1018,19
1,3,Wednesday,20,612.84,627,19
1,3,Wednesday,21,427.05,438,19
1,3,Wednesday,22,194.42,206,19
1,3,Wednesday,23,86.37,88,19
1,4,Thursday,0,44.21,42,19
1,4,Thursday,1,23.05,22,19
1,4,Thursday,2,15.84,15,19
1,4,Thursday,3,10.32,10,19
1,4,Thursday,4,9,9,19
1,4,Thursday,5,12.95,13,19
1,4,Thursday,6,77.26,79,19
1,4,Thursday,7,197.26,198,19
1,4,Thursday,8,461.95,460,19
1,4,Thursday,9,712.63,700,19
1,4,Thursday,10,1062.05,989,19
1,4,Thursday,11,1606.74,1532,19
1,4,Thursday,12,2521.84,2539,19
1,4,Thursday,13,2699,2723,19
1,4,Thursday,14,2212.16,2218,19
1,4,Thursday,15,2128.32,2136,19
1,4,Thursday,16,2205.63,2258,19
1,4,Thursday,17,2607.26,2648,19
1,4,Thursday,18,1976.63,2021,19
1,4,Thursday,19,1428.89,1443,19
1,4,Thursday,20,1075.42,1070,19
1,4,Thursday,21,641.42,639,19
1,4,Thursday,22,284.21,265,19
1,4,Thursday,23,131.11,130,19
1,5,Friday,0,71.6,63,20
1,5,Friday,1,41.3,39,20
1,5,Friday,2,31.5,29.5,20
1,5,Friday,3,22.2,22,20
1,5,Friday,4,16.9,14.5,20
1,5,Friday,5,18,15.5,20
1,5,Friday,6,67.85,68,20
1,5,Friday,7,178.85,150,20
1,5,Friday,8,453.15,369.5,20
1,5,Friday,9,743.05,694,20
1,5,Friday,10,1122.3,1064,20
1,5,Friday,11,1679.15,1623.5,20
1,5,Friday,12,2379.3,2335.5,20
1,5,Friday,13,2654.35,2577.5,20
1,5,Friday,14,2428.15,2347.5,20
1,5,Friday,15,2405.9,2340,20
1,5,Friday,16,2467.75,2408,20
1,5,Friday,17,2625.7,2618.5,20
1,5,Friday,18,2168.45,2157.5,20
1,5,Friday,19,1739,1718.5,20
1,5,Friday,20,1402,1391.5,20
1,5,Friday,21,873.1,872.5,20
1,5,Friday,22,455.6,457,20
1,5,Friday,23,306.25,273.5,20
1,6,Saturday,0,150.21,133,19
1,6,Saturday,1,83.26,79,19
1,6,Saturday,2,53.16,50,19
1,6,Saturday,3,41.21,40,19
1,6,Saturday,4,20.42,19,19
1,6,Saturday,5,14.89,14,19
1,6,Saturday,6,31.63,30,19
1,6,Saturday,7,61.53,64,19
1,6,Saturday,8,250.58,255,19
1,6,Saturday,9,615.53,621,19
1,6,Saturday,10,1245.95,1231,19
1,6,Saturday,11,2061.74,2062,19
1,6,Saturday,12,2683.47,2728,19
1,6,Saturday,13,3061.37,3113,19
1,6,Saturday,14,3296.74,3374,19
1,6,Saturday,15,3353.32,3479,19
1,6,Saturday,16,3183.95,3209,19
1,6,Saturday,17,2722.58,2761,19
1,6,Saturday,18,2114.21,2080,19
1,6,Saturday,19,1599.84,1574,19
1,6,Saturday,20,878.16,917,19
1,6,Saturday,21,635.16,655,19
1,6,Saturday,22,426.47,418,19
1,6,Saturday,23,336.05,288,19
1,7,Sunday,0,161,159,19
1,7,Sunday,1,99,92,19
1,7,Sunday,2,69.89,71.5,18
1,7,Sunday,3,54.42,55,19
1,7,Sunday,4,35.16,33,19
1,7,Sunday,5,22.68,21,19
1,7,Sunday,6,24.89,24,19
1,7,Sunday,7,55.47,54,19
1,7,Sunday,8,125.63,124,19
1,7,Sunday,9,499.79,495,19
1,7,Sunday,10,1035.47,994,19
1,7,Sunday,11,1741.63,1751,19
1,7,Sunday,12,2218.74,2222,19
1,7,Sunday,13,2577.32,2539,19
1,7,Sunday,14,2845.42,2837,19
1,7,Sunday,15,2826.79,2807,19
1,7,Sunday,16,2517.05,2505,19
1,7,Sunday,17,1987.53,2009,19
1,7,Sunday,18,1475.84,1490,19
1,7,Sunday,19,978.16,955,19
1,7,Sunday,20,562.37,543,19
1,7,Sunday,21,366.37,354,19
1,7,Sunday,22,173.68,159,19
1,7,Sunday,23,87.37,88,19
2,1,Monday,0,43.98,39,52
2,1,Monday,1,22.08,19.5,52
2,1,Monday,2,19.87,18,52
2,1,Monday,3,14.27,13,52
2,1,Monday,4,9.83,9,52
2,1,Monday,5,16.02,15,52
2,1,Monday,6,47.77,48.5,52
2,1,Monday,7,120.25,123,52
2,1,Monday,8,301.87,325.5,52
2,1,Monday,9,438.25,414,52
2,1,Monday,10,711.81,667.5,52
2,1,Monday,11,1114.94,1037,51
2,1,Monday,12,1732.53,1624,51
2,1,Monday,13,1862.24,1774,51
2,1,Monday,14,1538.98,1394,51
2,1,Monday,15,1418.67,1385,51
2,1,Monday,16,1321.71,1276,51
2,1,Monday,17,1274.53,1244,51
2,1,Monday,18,931.41,879,51
2,1,Monday,19,552.88,458,51
2,1,Monday,20,392.75,314,51
2,1,Monday,21,278.14,203,51
2,1,Monday,22,148.1,115,51
2,1,Monday,23,64.82,59,51
2,2,Tuesday,0,32.06,31,51
2,2,Tuesday,1,19.41,18,51
2,2,Tuesday,2,15.78,13,51
2,2,Tuesday,3,12.49,12,51
2,2,Tuesday,4,8.69,8,51
2,2,Tuesday,5,17,16,51
2,2,Tuesday,6,54.18,56,51
2,2,Tuesday,7,144.14,149,51
2,2,Tuesday,8,374.92,389,51
2,2,Tuesday,9,453.39,440,51
2,2,Tuesday,10,665.1,636.5,52
2,2,Tuesday,11,1054.19,968,52
2,2,Tuesday,12,1835.5,1776,52
2,2,Tuesday,13,1946.12,1815.5,52
2,2,Tuesday,14,1513.17,1384.5,52
2,2,Tuesday,15,1403.58,1303.5,52
2,2,Tuesday,16,1385.4,1291,52
2,2,Tuesday,17,1436.21,1386.5,52
2,2,Tuesday,18,1026.69,941.5,52
2,2,Tuesday,19,591.4,501,52
2,2,Tuesday,20,442.21,354.5,52
2,2,Tuesday,21,325.31,250.5,52
2,2,Tuesday,22,169.15,131,52
2,2,Tuesday,23,80.81,64.5,52
2,3,Wednesday,0,37.46,35,52
2,3,Wednesday,1,20.96,19,52
2,3,Wednesday,2,16.77,16.5,52
2,3,Wednesday,3,13.06,11,52
2,3,Wednesday,4,8.73,8,52
2,3,Wednesday,5,18.13,17,52
2,3,Wednesday,6,56.98,59,52
2,3,Wednesday,7,136.58,138,52
2,3,Wednesday,8,369.23,381,52
2,3,Wednesday,9,471.08,464,52
2,3,Wednesday,10,711.69,670.5,52
2,3,Wednesday,11,1124.5,1036,52
2,3,Wednesday,12,1894.9,1844.5,52
2,3,Wednesday,13,2001.6,1949.5,52
2,3,Wednesday,14,1562.33,1488,52
2,3,Wednesday,15,1484.77,1421.5,52
2,3,Wednesday,16,1473.54,1390,52
2,3,Wednesday,17,1528.69,1495,52
2,3,Wednesday,18,1090.69,1055.5,52
2,3,Wednesday,19,615.46,563.5,52
2,3,Wednesday,20,449.02,383,52
2,3,Wednesday,21,353.4,278,52
2,3,Wednesday,22,206.67,163.5,52
2,3,Wednesday,23,102.52,79,52
2,4,Thursday,0,61.56,42.5,52
2,4,Thursday,1,32.77,21.5,52
2,4,Thursday,2,21.33,16,52
2,4,Thursday,3,16.31,12,52
2,4,Thursday,4,9.27,8,52
2,4,Thursday,5,19.12,18,52
2,4,Thursday,6,53.46,55,52
2,4,Thursday,7,146.46,146.5,52
2,4,Thursday,8,384.71,389.5,52
2,4,Thursday,9,486.98,487,52
2,4,Thursday,10,757.96,715.5,52
2,4,Thursday,11,1153.9,1107,52
2,4,Thursday,12,1941.25,1988,52
2,4,Thursday,13,2020.9,2009,52
2,4,Thursday,14,1598.94,1533.5,52
2,4,Thursday,15,1507.33,1462,52
2,4,Thursday,16,1502.1,1468,52
2,4,Thursday,17,1653.83,1650.5,52
2,4,Thursday,18,1250.42,1230,52
2,4,Thursday,19,946.42,900.5,52
2,4,Thursday,20,783.48,734,52
2,4,Thursday,21,440.17,370.5,52
2,4,Thursday,22,245.96,215,52
2,4,Thursday,23,119.38,106.5,52
2,5,Friday,0,59.6,55,53
2,5,Friday,1,39.62,34,53
2,5,Friday,2,27.08,23,53
2,5,Friday,3,18.81,17,53
2,5,Friday,4,13.13,11,53
2,5,Friday,5,19.74,18,53
2,5,Friday,6,52.3,50,53
2,5,Friday,7,115.57,112,53
2,5,Friday,8,298.08,305,53
2,5,Friday,9,503.57,492,53
2,5,Friday,10,840.19,809,53
2,5,Friday,11,1241.53,1157,53
2,5,Friday,12,1783.96,1713,53
2,5,Friday,13,1936.91,1853,53
2,5,Friday,14,1741.64,1629,53
2,5,Friday,15,1705.49,1599,53
2,5,Friday,16,1706.83,1641,53
2,5,Friday,17,1717.49,1653,53
2,5,Friday,18,1403.98,1326,53
2,5,Friday,19,1182.94,1149,53
2,5,Friday,20,1038.77,999,53
2,5,Friday,21,590.77,495,53
2,5,Friday,22,387.51,340,53
2,5,Friday,23,245.13,226,53
2,6,Saturday,0,137.23,132.5,52
2,6,Saturday,1,85.67,86.5,52
2,6,Saturday,2,63.1,61.5,52
2,6,Saturday,3,43.08,41.5,52
2,6,Saturday,4,18.58,18.5,52
2,6,Saturday,5,16.27,15,52
2,6,Saturday,6,30.63,30,52
2,6,Saturday,7,62.9,58.5,52
2,6,Saturday,8,164.48,160,52
2,6,Saturday,9,459.83,436,52
2,6,Saturday,10,948.77,914,52
2,6,Saturday,11,1541.94,1446.5,52
2,6,Saturday,12,1938.58,1890.5,52
2,6,Saturday,13,2219.65,2093,52
2,6,Saturday,14,2402.58,2339.5,52
2,6,Saturday,15,2422.5,2363.5,52
2,6,Saturday,16,2291.13,2182,52
2,6,Saturday,17,1863.25,1780,52
2,6,Saturday,18,1460.79,1379,52
2,6,Saturday,19,977.33,859.5,52
2,6,Saturday,20,719.88,590.5,52
2,6,Saturday,21,557.1,434,52
2,6,Saturday,22,396.94,359.5,52
2,6,Saturday,23,266.92,245,52
2,7,Sunday,0,155.71,155.5,52
2,7,Sunday,1,110.19,106,52
2,7,Sunday,2,78.94,75,51
2,7,Sunday,3,61.67,60.5,52
2,7,Sunday,4,25.65,25,52
2,7,Sunday,5,21.29,20.5,52
2,7,Sunday,6,30.02,28.5,52
2,7,Sunday,7,51.88,51,52
2,7,Sunday,8,107.12,103,52
2,7,Sunday,9,359.96,341.5,52
2,7,Sunday,10,802.25,730.5,52
2,7,Sunday,11,1308.75,1216.5,52
2,7,Sunday,12,1640.37,1556,52
2,7,Sunday,13,1846.19,1740.5,52
2,7,Sunday,14,2022.46,1926.5,52
2,7,Sunday,15,2010.83,1895.5,52
2,7,Sunday,16,1746.87,1660,52
2,7,Sunday,17,1353.15,1265.5,52
2,7,Sunday,18,1000.63,934.5,52
2,7,Sunday,19,603.54,519,52
2,7,Sunday,20,444.21,361.5,52
2,7,Sunday,21,320.87,245,52
2,7,Sunday,22,172.19,142,52
2,7,Sunday,23,85.06,75,52
3,1,Monday,0,220.31,195,52
3,1,Monday,1,130.56,105.5,52
3,1,Monday,2,73.83,68,52
3,1,Monday,3,48,41,52
3,1,Monday,4,39.81,31.5,52
3,1,Monday,5,42.67,42,52
3,1,Monday,6,88.96,91,52
3,1,Monday,7,202.02,212.5,52
3,1,Monday,8,453.67,471,52
3,1,Monday,9,584.77,583,52
3,1,Monday,10,886.85,899.5,52
3,1,Monday,11,1369.98,1384.5,52
3,1,Monday,12,2132.06,2119,52
3,1,Monday,13,2237.9,2180.5,52
3,1,Monday,14,2160.29,2106,52
3,1,Monday,15,2191.12,2147,52
3,1,Monday,16,2214.31,2184,52
3,1,Monday,17,2341.73,2380,52
3,1,Monday,18,2150.13,2151.5,52
3,1,Monday,19,1835.96,1857.5,52
3,1,Monday,20,1525.19,1507,52
3,1,Monday,21,1171.29,1132.5,52
3,1,Monday,22,687.96,659.5,52
3,1,Monday,23,373.98,359,52
3,2,Tuesday,0,167.75,161,52
3,2,Tuesday,1,104.38,104.5,52
3,2,Tuesday,2,56.42,51,52
3,2,Tuesday,3,34.1,31.5,52
3,2,Tuesday,4,25.33,25,52
3,2,Tuesday,5,38.06,37,52
3,2,Tuesday,6,97.79,100.5,52
3,2,Tuesday,7,219.87,223.5,52
3,2,Tuesday,8,535.31,536.5,52
3,2,Tuesday,9,638.6,651.5,52
3,2,Tuesday,10,915.29,859,52
3,2,Tuesday,11,1372.02,1322.5,52
3,2,Tuesday,12,2254.33,2155.5,52
3,2,Tuesday,13,2264.35,2214.5,52
3,2,Tuesday,14,2111.6,2059.5,52
3,2,Tuesday,15,2165.17,2142.5,52
3,2,Tuesday,16,2254.17,2254,52
3,2,Tuesday,17,2488.42,2515.5,52
3,2,Tuesday,18,2311.4,2348,52
3,2,Tuesday,19,1965.06,1965.5,52
3,2,Tuesday,20,1652.92,1688.5,52
3,2,Tuesday,21,1304.04,1316.5,52
3,2,Tuesday,22,795.54,777,52
3,2,Tuesday,23,451.33,434.5,52
3,3,Wednesday,0,214.25,212,52
3,3,Wednesday,1,137.81,138.5,52
3,3,Wednesday,2,82.4,83,52
3,3,Wednesday,3,56.4,52,52
3,3,Wednesday,4,36.77,35,52
3,3,Wednesday,5,42.6,41,52
3,3,Wednesday,6,111.15,105.5,52
3,3,Wednesday,7,229.83,230,52
3,3,Wednesday,8,530.71,534,52
3,3,Wednesday,9,628.13,650,52
3,3,Wednesday,10,884.79,873.5,52
3,3,Wednesday,11,1379.38,1362.5,52
3,3,Wednesday,12,2218.33,2190.5,52
3,3,Wednesday,13,2290.04,2253.5,52
3,3,Wednesday,14,2178.87,2093,52
3,3,Wednesday,15,2226.63,2178.5,52
3,3,Wednesday,16,2336.6,2311.5,52
3,3,Wednesday,17,2547.85,2582.5,52
3,3,Wednesday,18,2350.54,2385,52
3,3,Wednesday,19,1998.4,2005.5,52
3,3,Wednesday,20,1775.6,1786.5,52
3,3,Wednesday,21,1477.04,1444,52
3,3,Wednesday,22,933.88,854.5,52
3,3,Wednesday,23,510.6,444.5,52
3,4,Thursday,0,261.85,207,52
3,4,Thursday,1,160.62,106.5,52
3,4,Thursday,2,88.06,63,52
3,4,Thursday,3,49.65,36.5,52
3,4,Thursday,4,32.48,27,52
3,4,Thursday,5,42.98,42,52
3,4,Thursday,6,100.37,100,52
3,4,Thursday,7,230.21,228.5,52
3,4,Thursday,8,541.62,522.5,52
3,4,Thursday,9,645.77,645,52
3,4,Thursday,10,931.46,903,52
3,4,Thursday,11,1399.04,1348.5,52
3,4,Thursday,12,2281.12,2254.5,52
3,4,Thursday,13,2316.54,2301.5,52
3,4,Thursday,14,2157.81,2079.5,52
3,4,Thursday,15,2220.69,2217,52
3,4,Thursday,16,2326.08,2368,52
3,4,Thursday,17,2702.15,2731.5,52
3,4,Thursday,18,2556.35,2605.5,52
3,4,Thursday,19,2179.71,2181.5,52
3,4,Thursday,20,1941.42,1951,52
3,4,Thursday,21,1676.96,1688.5,52
3,4,Thursday,22,1103.83,1056,52
3,4,Thursday,23,657.12,653.5,52
3,5,Friday,0,299.98,300,53
3,5,Friday,1,170.92,166,53
3,5,Friday,2,103.87,91,53
3,5,Friday,3,70.25,68,53
3,5,Friday,4,49.83,45,53
3,5,Friday,5,46.11,47,53
3,5,Friday,6,97.79,99,53
3,5,Friday,7,188.47,195,53
3,5,Friday,8,445.81,446,53
3,5,Friday,9,615.19,613,53
3,5,Friday,10,931.32,920,53
3,5,Friday,11,1432.19,1412,53
3,5,Friday,12,2143.3,2123,53
3,5,Friday,13,2299.68,2269,53
3,5,Friday,14,2268.32,2153,53
3,5,Friday,15,2387.42,2308,53
3,5,Friday,16,2541.43,2563,53
3,5,Friday,17,2824.13,2790,53
3,5,Friday,18,2811.06,2732,53
3,5,Friday,19,2538.92,2506,53
3,5,Friday,20,2375.57,2393,53
3,5,Friday,21,2214.58,2205,53
3,5,Friday,22,1716.19,1731,53
3,5,Friday,23,1208.58,1172,53
3,6,Saturday,0,699.15,722.5,52
3,6,Saturday,1,402.67,406.5,52
3,6,Saturday,2,273.56,273.5,52
3,6,Saturday,3,190.62,183,52
3,6,Saturday,4,92.67,91,52
3,6,Saturday,5,54.38,52,52
3,6,Saturday,6,59.77,59,52
3,6,Saturday,7,109.13,103,52
3,6,Saturday,8,226.17,228.5,52
3,6,Saturday,9,486.58,476.5,52
3,6,Saturday,10,896.06,884.5,52
3,6,Saturday,11,1518.29,1489,52
3,6,Saturday,12,2177.56,2198.5,52
3,6,Saturday,13,2643.83,2647.5,52
3,6,Saturday,14,2855.35,2897,52
3,6,Saturday,15,2984.4,3000.5,52
3,6,Saturday,16,2929.5,3011.5,52
3,6,Saturday,17,2930.44,2973,52
3,6,Saturday,18,2851.83,2923.5,52
3,6,Saturday,19,2840.4,2776.5,52
3,6,Saturday,20,2599.02,2553.5,52
3,6,Saturday,21,2195.98,2158.5,52
3,6,Saturday,22,1703.38,1745,52
3,6,Saturday,23,1266.15,1262,52
3,7,Sunday,0,790.04,797,52
3,7,Sunday,1,496,484,52
3,7,Sunday,2,338.73,339,51
3,7,Sunday,3,260.21,271.5,52
3,7,Sunday,4,143.69,145,52
3,7,Sunday,5,84.33,85.5,52
3,7,Sunday,6,69.37,73.5,52
3,7,Sunday,7,114.33,110.5,52
3,7,Sunday,8,210.65,204,52
3,7,Sunday,9,504.98,488.5,52
3,7,Sunday,10,888.27,877,52
3,7,Sunday,11,1521.06,1484.5,52
3,7,Sunday,12,2275.67,2239,52
3,7,Sunday,13,2735.88,2639,52
3,7,Sunday,14,2791.04,2799.5,52
3,7,Sunday,15,2724.98,2642.5,52
3,7,Sunday,16,2615.35,2650,52
3,7,Sunday,17,2459.12,2419.5,52
3,7,Sunday,18,2236.83,2157,52
3,7,Sunday,19,2034.65,2001,52
3,7,Sunday,20,1690.77,1677,52
3,7,Sunday,21,1291.4,1243.5,52
3,7,Sunday,22,815.1,783.5,52
3,7,Sunday,23,481.75,439,52
4,1,Monday,0,199.25,164,51
4,1,Monday,1,110.29,78,51
4,1,Monday,2,65.55,42,51
4,1,Monday,3,44.57,29,51
4,1,Monday,4,48.92,38,51
4,1,Monday,5,65.22,64,51
4,1,Monday,6,161.71,165,51
4,1,Monday,7,383.27,390,51
4,1,Monday,8,847.94,895,51
4,1,Monday,9,1106.1,1123,51
4,1,Monday,10,1603.55,1534,51
4,1,Monday,11,2274,2174,51
4,1,Monday,12,3176.2,3094,51
4,1,Monday,13,3361.39,3236,51
4,1,Monday,14,2998.04,2769,51
4,1,Monday,15,2809.63,2681,51
4,1,Monday,16,2803.51,2732,51
4,1,Monday,17,2866.35,2843,51
4,1,Monday,18,2235.98,2237,51
4,1,Monday,19,1714,1651,51
4,1,Monday,20,1358.55,1251,51
4,1,Monday,21,1081.22,933,51
4,1,Monday,22,652.12,578,51
4,1,Monday,23,311.22,273,51
4,2,Tuesday,0,139.29,113,51
4,2,Tuesday,1,64.14,59,51
4,2,Tuesday,2,42.37,33,51
4,2,Tuesday,3,25.16,24,51
4,2,Tuesday,4,28.94,26,51
4,2,Tuesday,5,64.96,67,51
4,2,Tuesday,6,192.9,198,51
4,2,Tuesday,7,467.55,480,51
4,2,Tuesday,8,1007.86,1022,51
4,2,Tuesday,9,1148.55,1146,51
4,2,Tuesday,10,1553.39,1500,51
4,2,Tuesday,11,2186.18,2086,51
4,2,Tuesday,12,3236.39,3178,51
4,2,Tuesday,13,3331.39,3215,51
4,2,Tuesday,14,2894.86,2763,51
4,2,Tuesday,15,2750.1,2688,51
4,2,Tuesday,16,2872.55,2835,51
4,2,Tuesday,17,3240.73,3298,51
4,2,Tuesday,18,2524.12,2440.5,52
4,2,Tuesday,19,1897.17,1837.5,52
4,2,Tuesday,20,1591.06,1453.5,52
4,2,Tuesday,21,1238.44,1097,52
4,2,Tuesday,22,779.77,672.5,52
4,2,Tuesday,23,389.37,344,52
4,3,Wednesday,0,157.35,141.5,52
4,3,Wednesday,1,81.15,80,52
4,3,Wednesday,2,41,41,52
4,3,Wednesday,3,32.46,32,52
4,3,Wednesday,4,35.79,36.5,52
4,3,Wednesday,5,70.71,68.5,52
4,3,Wednesday,6,189.65,195,52
4,3,Wednesday,7,479.87,499.5,52
4,3,Wednesday,8,1012.02,1039,52
4,3,Wednesday,9,1176.88,1184.5,52
4,3,Wednesday,10,1616.33,1611.5,52
4,3,Wednesday,11,2294.44,2253.5,52
4,3,Wednesday,12,3322.37,3290.5,52
4,3,Wednesday,13,3402.71,3401.5,52
4,3,Wednesday,14,2974.56,2929,52
4,3,Wednesday,15,2873.9,2758,52
4,3,Wednesday,16,3043.38,3002,52
4,3,Wednesday,17,3335.62,3300,52
4,3,Wednesday,18,2633.1,2635.5,52
4,3,Wednesday,19,1983.77,1890,52
4,3,Wednesday,20,1639.27,1532,52
4,3,Wednesday,21,1389.6,1172,52
4,3,Wednesday,22,957.62,761,52
4,3,Wednesday,23,496.62,360,52
4,4,Thursday,0,241.37,143.5,52
4,4,Thursday,1,128.08,68.5,52
4,4,Thursday,2,66.98,40,52
4,4,Thursday,3,39.46,25.5,52
4,4,Thursday,4,39.87,35,52
4,4,Thursday,5,75.12,73,52
4,4,Thursday,6,190.56,195,52
4,4,Thursday,7,452.56,472.5,52
4,4,Thursday,8,1029.21,1056.5,52
4,4,Thursday,9,1207.21,1221,52
4,4,Thursday,10,1658.33,1605,52
4,4,Thursday,11,2292.38,2288.5,52
4,4,Thursday,12,3364.15,3365.5,52
4,4,Thursday,13,3468.58,3499.5,52
4,4,Thursday,14,3029.13,3016,52
4,4,Thursday,15,2956.27,2930,52
4,4,Thursday,16,3076.88,3088,52
4,4,Thursday,17,3586.37,3617,52
4,4,Thursday,18,3011.48,3048,52
4,4,Thursday,19,2295.29,2217.5,52
4,4,Thursday,20,2042.79,1952.5,52
4,4,Thursday,21,1736.1,1524,52
4,4,Thursday,22,1208.46,1038,52
4,4,Thursday,23,648.83,605,52
4,5,Friday,0,272.51,229,53
4,5,Friday,1,128.92,117,53
4,5,Friday,2,69.25,59,53
4,5,Friday,3,45.75,37,53
4,5,Friday,4,45.79,44,53
4,5,Friday,5,75.32,73,53
4,5,Friday,6,168.89,170,53
4,5,Friday,7,384.72,389,53
4,5,Friday,8,858.53,876,53
4,5,Friday,9,1204.89,1194,53
4,5,Friday,10,1752.66,1736,53
4,5,Friday,11,2413.45,2325,53
4,5,Friday,12,3215.92,3183,53
4,5,Friday,13,3453.36,3435,53
4,5,Friday,14,3242.53,3118,53
4,5,Friday,15,3204,3124,53
4,5,Friday,16,3373.06,3371,53
4,5,Friday,17,3736.26,3712,53
4,5,Friday,18,3343.49,3373,53
4,5,Friday,19,3010.11,2994,53
4,5,Friday,20,2688.58,2539,53
4,5,Friday,21,2379.98,2242,53
4,5,Friday,22,1899.17,1833,53
4,5,Friday,23,1316.25,1261,53
4,6,Saturday,0,717.29,667,52
4,6,Saturday,1,403.35,345.5,52
4,6,Saturday,2,260.83,224,52
4,6,Saturday,3,163.33,134.5,52
4,6,Saturday,4,86.58,79.5,52
4,6,Saturday,5,64.71,57.5,52
4,6,Saturday,6,107.48,93.5,52
4,6,Saturday,7,226.42,189.5,52
4,6,Saturday,8,499.29,471.5,52
4,6,Saturday,9,1036.13,1013,52
4,6,Saturday,10,1859.51,1813,51
4,6,Saturday,11,2837.02,2795,51
4,6,Saturday,12,3527.43,3473,51
4,6,Saturday,13,3946.35,3986,51
4,6,Saturday,14,4091.02,4116,51
4,6,Saturday,15,4146.92,4250,51
4,6,Saturday,16,4057.02,4134,51
4,6,Saturday,17,3874.27,3814,51
4,6,Saturday,18,3408.8,3356,51
4,6,Saturday,19,3107.86,3062,51
4,6,Saturday,20,2600.24,2625,51
4,6,Saturday,21,2316.71,2214,51
4,6,Saturday,22,2034.75,1987,51
4,6,Saturday,23,1388.75,1341,51
4,7,Sunday,0,809.51,782,51
4,7,Sunday,1,505.49,493,51
4,7,Sunday,2,324.92,309,50
4,7,Sunday,3,222.59,209,51
4,7,Sunday,4,110.9,113,51
4,7,Sunday,5,101.47,96,51
4,7,Sunday,6,134.16,131,51
4,7,Sunday,7,183.9,172,51
4,7,Sunday,8,365.84,345,51
4,7,Sunday,9,858.14,799,51
4,7,Sunday,10,1598.59,1482,51
4,7,Sunday,11,2517.31,2465,51
4,7,Sunday,12,3272.02,3240,51
4,7,Sunday,13,3746.55,3708,51
4,7,Sunday,14,3683.69,3800,51
4,7,Sunday,15,3555.75,3508,51
4,7,Sunday,16,3424.33,3373,51
4,7,Sunday,17,2942.02,2896,51
4,7,Sunday,18,2410.39,2270,51
4,7,Sunday,19,2070.22,1975,51
4,7,Sunday,20,1612.2,1488,51
4,7,Sunday,21,1365.61,1136,51
4,7,Sunday,22,873.82,724,51
4,7,Sunday,23,507.24,396,51
5,1,Monday,0,144.92,103.5,52
5,1,Monday,1,67.48,53,52
5,1,Monday,2,42.56,33,52
5,1,Monday,3,41.63,36,52
5,1,Monday,4,45.75,43.5,52
5,1,Monday,5,88.15,86,52
5,1,Monday,6,222.27,243.5,52
5,1,Monday,7,469.37,514,52
5,1,Monday,8,906.85,987.5,52
5,1,Monday,9,866.12,865,52
5,1,Monday,10,1148.94,1085,52
5,1,Monday,11,1301.88,1270,52
