poi_id,feature_name,theme,sub_theme,project_category,project_relevance,include_in_mvp,latitude,longitude,valid_coordinate,duplicate_name_flag
POI0039,State Library Victoria,Community Use,Public Buildings,public_service,medium,True,-37.8099852201226,144.964330322397,True,False
POI0042,Supreme Court,Community Use,Public Buildings,public_service,medium,True,-37.8141494182814,144.957894024264,True,False
POI0033,The Melbourne Athenaeum Library,Place Of Assembly,Library,public_service,medium,True,-37.8148855756416,144.967291289941,True,False
POI0087,Victoria Police,Community Use,Police Station,public_service,medium,True,-37.8219773910249,144.953398014034,True,True
POI0141,Victoria Police,Community Use,Police Station,public_service,medium,True,-37.8164849024046,144.966486801188,True,True
POI0189,Victoria Police,Community Use,Police Station,public_service,medium,True,-37.8003121288849,144.954697453742,True,True
POI0198,AAMI Park,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8247252673963,144.98380297866,True,False
POI0132,Artplay,Leisure/Recreation,Indoor Recreation Facility,sports_and_recreation,medium,True,-37.8184198800044,144.971542586509,True,False
POI0095,Carlton Baths,Leisure/Recreation,Indoor Recreation Facility,sports_and_recreation,medium,True,-37.7934377042609,144.971696548624,True,False
POI0011,Carlton Football Club,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.7840864379557,144.961967841559,True,False
POI0182,City Baths,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8071585350561,144.963189789721,True,False
POI0211,Etihad Stadium,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8161760471742,144.947496254547,True,False
POI0100,Flemington Racecourse,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.7908082646624,144.912142987372,True,False
POI0114,Hisense Arena,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.823110002667,144.981834802535,True,False
POI0092,Icehouse,Leisure/Recreation,Indoor Recreation Facility,sports_and_recreation,medium,True,-37.8121881194053,144.935684018873,True,False
POI0200,Margaret Court Arena,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8213252086842,144.977591098955,True,False
POI0103,Melbourne Cricket Ground (MCG),Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8194921618419,144.983402879078,True,False
POI0045,Melbourne International Shooting Club,Leisure/Recreation,Private Sports Club/Facility,sports_and_recreation,medium,True,-37.8292844929826,144.913415802464,True,False
POI0113,Melbourne Park,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8209085970021,144.978735802793,True,False
POI0136,North Melbourne Recreation Centre (Aquatic),Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.7999470049655,144.943290801869,True,False
POI0112,Rod Laver Arena,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8220456119807,144.978487173787,True,False
POI0127,Royal Park Golf Course,Leisure/Recreation,Private Sports Club/Facility,sports_and_recreation,medium,True,-37.7819171308558,144.956309119368,True,False
POI0142,State Netball Hockey Centre,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.7857860016289,144.947580972027,True,False
POI0190,Visy Park,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.7834303940347,144.961982577553,True,False
POI0008,Westpac Centre,Leisure/Recreation,Major Sports & Recreation Facility,sports_and_recreation,medium,True,-37.8242456858593,144.979720306309,True,False
